M_ID,File_id,Model_Name,file_path,Depth,Block_count,Conn_count_no_hidden,Conn_count_hidden_only,Child_model_count
56,11027,fea_cantilever_body_spring_twoside.mdl,workdirtmp\whitepaper\models\fea_cantilever_body_spring_twoside.mdl,1,10,10,0,1
57,11027,fea_cantilever_body_spring_twoside.mdl,workdirtmp\whitepaper\models\fea_cantilever_body_spring_twoside.mdl,2,6,6,0,1
58,11092,Clutch_Lhomme.mdl,workdirtmp\BG21\BeiV21_TBBS\Clutch_Lhomme.mdl,1,47,57,0,21
59,11092,Clutch_Lhomme.mdl,workdirtmp\BG21\BeiV21_TBBS\Clutch_Lhomme.mdl,2,294,265,16,26
60,11092,Clutch_Lhomme.mdl,workdirtmp\BG21\BeiV21_TBBS\Clutch_Lhomme.mdl,3,121,72,0,6
61,11092,ElaWe_GM.mdl,workdirtmp\BG21\BeiV21_TBBS\ElaWe_GM.mdl,1,22,22,0,17
62,11092,ElaWe_GM.mdl,workdirtmp\BG21\BeiV21_TBBS\ElaWe_GM.mdl,2,178,142,16,19
63,11092,ElaWe_GM.mdl,workdirtmp\BG21\BeiV21_TBBS\ElaWe_GM.mdl,3,86,47,0,1
64,11092,ElaWe_GM_ZuReg.mdl,workdirtmp\BG21\BeiV21_TBBS\ElaWe_GM_ZuReg.mdl,1,38,44,0,19
65,11092,ElaWe_GM_ZuReg.mdl,workdirtmp\BG21\BeiV21_TBBS\ElaWe_GM_ZuReg.mdl,2,193,151,18,19
66,11092,ElaWe_GM_ZuReg.mdl,workdirtmp\BG21\BeiV21_TBBS\ElaWe_GM_ZuReg.mdl,3,86,47,0,1
67,11092,ElaWe_GM_ZuReg_ERW.mdl,workdirtmp\BG21\BeiV21_TBBS\ElaWe_GM_ZuReg_ERW.mdl,1,49,68,0,20
68,11092,ElaWe_GM_ZuReg_ERW.mdl,workdirtmp\BG21\BeiV21_TBBS\ElaWe_GM_ZuReg_ERW.mdl,2,223,198,18,21
69,11092,ElaWe_GM_ZuReg_ERW.mdl,workdirtmp\BG21\BeiV21_TBBS\ElaWe_GM_ZuReg_ERW.mdl,3,122,104,0,13
70,11092,ElaWe_GM_ZuReg_ERW.mdl,workdirtmp\BG21\BeiV21_TBBS\ElaWe_GM_ZuReg_ERW.mdl,4,76,66,0,0
71,11092,Foerderband_KV_Element.mdl,workdirtmp\BG21\BeiV21_TBBS\Foerderband_KV_Element.mdl,1,23,28,0,16
72,11092,Foerderband_KV_Element.mdl,workdirtmp\BG21\BeiV21_TBBS\Foerderband_KV_Element.mdl,2,157,119,15,11
73,11092,Foerderband_KV_Element.mdl,workdirtmp\BG21\BeiV21_TBBS\Foerderband_KV_Element.mdl,3,55,31,0,0
74,11092,Foerderband_KV_Element_ERW.mdl,workdirtmp\BG21\BeiV21_TBBS\Foerderband_KV_Element_ERW.mdl,1,22,32,0,11
75,11092,Foerderband_KV_Element_ERW.mdl,workdirtmp\BG21\BeiV21_TBBS\Foerderband_KV_Element_ERW.mdl,2,150,167,4,35
76,11092,Foerderband_KV_Element_ERW.mdl,workdirtmp\BG21\BeiV21_TBBS\Foerderband_KV_Element_ERW.mdl,3,296,232,22,16
77,11092,Foerderband_KV_Element_ERW.mdl,workdirtmp\BG21\BeiV21_TBBS\Foerderband_KV_Element_ERW.mdl,4,80,44,0,0
78,11092,Foerderband_Skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\Foerderband_Skalar.mdl,1,29,47,0,8
79,11092,Foerderband_Skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\Foerderband_Skalar.mdl,2,163,201,1,96
80,11092,Foerderband_Skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\Foerderband_Skalar.mdl,3,1020,824,83,178
81,11092,Foerderband_Skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\Foerderband_Skalar.mdl,4,588,381,0,53
82,11092,Foerderband_Vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\Foerderband_Vektoriell.mdl,1,27,30,0,9
83,11092,Foerderband_Vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\Foerderband_Vektoriell.mdl,2,104,90,7,16
84,11092,Foerderband_Vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\Foerderband_Vektoriell.mdl,3,182,190,0,89
85,11092,Foerderband_Vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\Foerderband_Vektoriell.mdl,4,895,623,83,136
86,11092,Foerderband_Vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\Foerderband_Vektoriell.mdl,5,318,147,0,53
87,11092,GM_EE.mdl,workdirtmp\BG21\BeiV21_TBBS\GM_EE.mdl,1,34,42,0,13
88,11092,GM_EE.mdl,workdirtmp\BG21\BeiV21_TBBS\GM_EE.mdl,2,125,94,10,13
89,11092,GM_EE.mdl,workdirtmp\BG21\BeiV21_TBBS\GM_EE.mdl,3,51,28,0,1
90,11092,Pendel_Borutzki.mdl,workdirtmp\BG21\BeiV21_TBBS\Pendel_Borutzki.mdl,1,41,45,0,22
91,11092,Pendel_Borutzki.mdl,workdirtmp\BG21\BeiV21_TBBS\Pendel_Borutzki.mdl,2,222,179,17,16
92,11092,Pendel_Borutzki.mdl,workdirtmp\BG21\BeiV21_TBBS\Pendel_Borutzki.mdl,3,73,41,0,0
93,11092,SpringCableCylinder.mdl,workdirtmp\BG21\BeiV21_TBBS\SpringCableCylinder.mdl,1,44,56,0,29
94,11092,SpringCableCylinder.mdl,workdirtmp\BG21\BeiV21_TBBS\SpringCableCylinder.mdl,2,326,271,24,22
95,11092,SpringCableCylinder.mdl,workdirtmp\BG21\BeiV21_TBBS\SpringCableCylinder.mdl,3,106,60,0,0
96,11092,TractionDrive.mdl,workdirtmp\BG21\BeiV21_TBBS\TractionDrive.mdl,1,73,84,0,30
97,11092,TractionDrive.mdl,workdirtmp\BG21\BeiV21_TBBS\TractionDrive.mdl,2,271,218,22,16
98,11092,TractionDrive.mdl,workdirtmp\BG21\BeiV21_TBBS\TractionDrive.mdl,3,80,44,0,0
99,11092,TractionDrive1.mdl,workdirtmp\BG21\BeiV21_TBBS\TractionDrive1.mdl,1,74,88,1,27
100,11092,TractionDrive1.mdl,workdirtmp\BG21\BeiV21_TBBS\TractionDrive1.mdl,2,258,204,21,17
101,11092,TractionDrive1.mdl,workdirtmp\BG21\BeiV21_TBBS\TractionDrive1.mdl,3,89,52,0,0
102,11092,TractionDrive_V2.mdl,workdirtmp\BG21\BeiV21_TBBS\TractionDrive_V2.mdl,1,77,89,0,32
103,11092,TractionDrive_V2.mdl,workdirtmp\BG21\BeiV21_TBBS\TractionDrive_V2.mdl,2,283,227,23,16
104,11092,TractionDrive_V2.mdl,workdirtmp\BG21\BeiV21_TBBS\TractionDrive_V2.mdl,3,80,44,0,0
105,11092,TwoaxisGimbal.mdl,workdirtmp\BG21\BeiV21_TBBS\TwoaxisGimbal.mdl,1,28,32,0,18
106,11092,TwoaxisGimbal.mdl,workdirtmp\BG21\BeiV21_TBBS\TwoaxisGimbal.mdl,2,205,165,18,14
107,11092,TwoaxisGimbal.mdl,workdirtmp\BG21\BeiV21_TBBS\TwoaxisGimbal.mdl,3,56,32,0,0
108,11092,TwoaxisGimbal_Adapter.mdl,workdirtmp\BG21\BeiV21_TBBS\TwoaxisGimbal_Adapter.mdl,1,31,34,0,20
109,11092,TwoaxisGimbal_Adapter.mdl,workdirtmp\BG21\BeiV21_TBBS\TwoaxisGimbal_Adapter.mdl,2,230,185,20,15
110,11092,TwoaxisGimbal_Adapter.mdl,workdirtmp\BG21\BeiV21_TBBS\TwoaxisGimbal_Adapter.mdl,3,61,35,0,0
111,11092,BandStopFilter.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BandStopFilter.mdl,1,25,23,0,18
112,11092,BandStopFilter.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BandStopFilter.mdl,2,197,160,17,35
113,11092,BandStopFilter.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BandStopFilter.mdl,3,272,184,18,33
114,11092,BandStopFilter.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BandStopFilter.mdl,4,84,39,0,14
115,11092,BoostConverter1_R.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter1_R.mdl,1,26,25,0,16
116,11092,BoostConverter1_R.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter1_R.mdl,2,141,101,11,9
117,11092,BoostConverter1_R.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter1_R.mdl,3,25,14,0,0
118,11092,BoostConverter2_RC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter2_RC.mdl,1,27,26,0,17
119,11092,BoostConverter2_RC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter2_RC.mdl,2,156,117,12,11
120,11092,BoostConverter2_RC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter2_RC.mdl,3,40,22,0,0
121,11092,BoostConverter4_RC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter4_RC.mdl,1,52,55,0,16
122,11092,BoostConverter4_RC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter4_RC.mdl,2,149,115,11,12
123,11092,BoostConverter4_RC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter4_RC.mdl,3,45,25,0,0
124,11092,BoostConverter5a_mRC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter5a_mRC.mdl,1,64,67,0,19
125,11092,BoostConverter5a_mRC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter5a_mRC.mdl,2,176,140,11,14
126,11092,BoostConverter5a_mRC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter5a_mRC.mdl,3,60,42,0,0
127,11092,BoostConverter5_mRC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter5_mRC.mdl,1,64,67,0,19
128,11092,BoostConverter5_mRC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter5_mRC.mdl,2,177,141,11,14
129,11092,BoostConverter5_mRC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter5_mRC.mdl,3,60,42,0,0
130,11092,BoostConverter6_CasElCirSwi.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter6_CasElCirSwi.mdl,1,57,65,0,17
131,11092,BoostConverter6_CasElCirSwi.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter6_CasElCirSwi.mdl,2,176,144,9,33
132,11092,BoostConverter6_CasElCirSwi.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter6_CasElCirSwi.mdl,3,239,182,18,17
133,11092,BoostConverter6_CasElCirSwi.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter6_CasElCirSwi.mdl,4,85,47,0,0
134,11092,CascadedElectricalCircuit.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\CascadedElectricalCircuit.mdl,1,60,64,0,35
135,11092,CascadedElectricalCircuit.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\CascadedElectricalCircuit.mdl,2,357,291,33,35
136,11092,CascadedElectricalCircuit.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\CascadedElectricalCircuit.mdl,3,170,94,0,0
137,11092,Chopper1_R.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Chopper1_R.mdl,1,26,24,0,12
138,11092,Chopper1_R.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Chopper1_R.mdl,2,102,71,8,5
139,11092,Chopper1_R.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Chopper1_R.mdl,3,10,6,0,0
140,11092,Chopper2_RL.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Chopper2_RL.mdl,1,29,29,0,17
141,11092,Chopper2_RL.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Chopper2_RL.mdl,2,149,107,11,10
142,11092,Chopper2_RL.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Chopper2_RL.mdl,3,25,14,0,0
143,11092,Chopper3_RLC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Chopper3_RLC.mdl,1,48,50,0,16
144,11092,Chopper3_RLC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Chopper3_RLC.mdl,2,157,127,11,11
145,11092,Chopper3_RLC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Chopper3_RLC.mdl,3,45,25,0,0
146,11092,Chopper4a_mRLC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Chopper4a_mRLC.mdl,1,60,63,0,17
147,11092,Chopper4a_mRLC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Chopper4a_mRLC.mdl,2,167,135,11,12
148,11092,Chopper4a_mRLC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Chopper4a_mRLC.mdl,3,45,25,0,0
149,11092,Chopper4_mRLC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Chopper4_mRLC.mdl,1,64,68,0,22
150,11092,Chopper4_mRLC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Chopper4_mRLC.mdl,2,217,173,16,12
151,11092,Chopper4_mRLC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Chopper4_mRLC.mdl,3,62,42,0,0
152,11092,ChuasCircuit.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\ChuasCircuit.mdl,1,52,60,0,35
153,11092,ChuasCircuit.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\ChuasCircuit.mdl,2,369,298,31,27
154,11092,ChuasCircuit.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\ChuasCircuit.mdl,3,135,75,0,0
155,11092,ChuasCircuit_RNL.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\ChuasCircuit_RNL.mdl,1,24,32,0,18
156,11092,ChuasCircuit_RNL.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\ChuasCircuit_RNL.mdl,2,193,157,13,7
157,11092,ChuasCircuit_RNL.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\ChuasCircuit_RNL.mdl,3,35,21,0,0
158,11092,Diode_L_2TF_RC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Diode_L_2TF_RC.mdl,1,23,29,0,13
159,11092,Diode_L_2TF_RC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Diode_L_2TF_RC.mdl,2,123,95,10,9
160,11092,Diode_L_2TF_RC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Diode_L_2TF_RC.mdl,3,40,22,0,0
161,11092,Diode_R_TF_RC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Diode_R_TF_RC.mdl,1,17,18,0,12
162,11092,Diode_R_TF_RC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Diode_R_TF_RC.mdl,2,101,75,8,9
163,11092,Diode_R_TF_RC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Diode_R_TF_RC.mdl,3,30,17,0,0
164,11092,ASMab_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMab_skalar.mdl,1,45,57,0,30
165,11092,ASMab_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMab_skalar.mdl,2,379,344,25,25
166,11092,ASMab_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMab_skalar.mdl,3,121,72,0,0
167,11092,ASMab_vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMab_vektoriell.mdl,1,34,38,0,18
168,11092,ASMab_vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMab_vektoriell.mdl,2,218,197,15,15
169,11092,ASMab_vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMab_vektoriell.mdl,3,73,43,0,0
170,11092,ASMab_zkompakt.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMab_zkompakt.mdl,1,43,52,0,17
171,11092,ASMab_zkompakt.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMab_zkompakt.mdl,2,209,189,13,29
172,11092,ASMab_zkompakt.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMab_zkompakt.mdl,3,246,185,16,15
173,11092,ASMab_zkompakt.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMab_zkompakt.mdl,4,73,43,0,0
174,11092,ASMdq_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMdq_skalar.mdl,1,46,66,0,31
175,11092,ASMdq_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMdq_skalar.mdl,2,385,346,27,22
176,11092,ASMdq_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMdq_skalar.mdl,3,108,64,0,0
177,11092,ASMdq_vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMdq_vektoriell.mdl,1,38,50,0,20
178,11092,ASMdq_vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMdq_vektoriell.mdl,2,281,277,16,17
179,11092,ASMdq_vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMdq_vektoriell.mdl,3,83,49,0,0
180,11092,ASMdq_zkompakt.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMdq_zkompakt.mdl,1,46,63,0,18
181,11092,ASMdq_zkompakt.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMdq_zkompakt.mdl,2,256,253,13,31
182,11092,ASMdq_zkompakt.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMdq_zkompakt.mdl,3,273,212,17,16
183,11092,ASMdq_zkompakt.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMdq_zkompakt.mdl,4,78,46,0,0
184,11092,DASMdq_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\DASMdq_skalar.mdl,1,54,76,0,35
185,11092,DASMdq_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\DASMdq_skalar.mdl,2,432,382,31,25
186,11092,DASMdq_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\DASMdq_skalar.mdl,3,119,70,0,1
187,11092,DASMdq_vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\DASMdq_vektoriell.mdl,1,47,61,0,22
188,11092,DASMdq_vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\DASMdq_vektoriell.mdl,2,307,300,18,18
189,11092,DASMdq_vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\DASMdq_vektoriell.mdl,3,88,52,0,0
190,11092,DASMdq_zkompakt.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\DASMdq_zkompakt.mdl,1,52,72,0,18
191,11092,DASMdq_zkompakt.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\DASMdq_zkompakt.mdl,2,264,264,13,32
192,11092,DASMdq_zkompakt.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\DASMdq_zkompakt.mdl,3,285,221,18,17
193,11092,DASMdq_zkompakt.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\DASMdq_zkompakt.mdl,4,83,49,0,0
194,11092,SMdq1_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\SMdq1_skalar.mdl,1,37,43,0,23
195,11092,SMdq1_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\SMdq1_skalar.mdl,2,238,197,19,15
196,11092,SMdq1_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\SMdq1_skalar.mdl,3,75,42,0,0
197,11092,SMdq1_vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\SMdq1_vektoriell.mdl,1,32,36,0,15
198,11092,SMdq1_vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\SMdq1_vektoriell.mdl,2,168,147,12,10
199,11092,SMdq1_vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\SMdq1_vektoriell.mdl,3,50,28,0,0
200,11092,SMdq2_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\SMdq2_skalar.mdl,1,23,31,0,2
201,11092,SMdq2_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\SMdq2_skalar.mdl,2,82,84,0,58
202,11092,SMdq2_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\SMdq2_skalar.mdl,3,583,454,52,42
203,11092,SMdq2_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\SMdq2_skalar.mdl,4,204,118,0,0
204,11092,SMdq2_vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\SMdq2_vektoriell.mdl,1,58,64,0,30
