ID,FILE_ID,Model_Name,file_path,is_test,is_Lib,SCHK_Block_count,SLDiag_Block_count,SubSystem_count_Top,Agg_SubSystem_count,Hierarchy_depth,LibraryLinked_Count,compiles,CComplexity,Sim_time,Compile_time,Alge_loop_Cnt,target_hw,solver_type,sim_mode,total_ConnH_cnt,total_desc_cnt,ncs_cnt,scc_cnt,unique_sfun_count,sfun_nam_count,mdlref_nam_count,unique_mdl_ref_count
11,10439,DCmTest.mdl,workdirtmp\mpc555_mtrctrl\tests\DCmTest.mdl,-1,0,4,19,2,2,1,2,0,-1,10,-1,-1,Motorola PowerPC,Fixed-step,normal,1,0,0,0,0,,,0
12,10439,FQMTest.mdl,workdirtmp\mpc555_mtrctrl\tests\FQMTest.mdl,-1,0,4,96,2,2,1,2,0,-1,10,-1,-1,Motorola PowerPC,Fixed-step,normal,1,0,0,0,0,,,0
13,10439,ITCTest.mdl,workdirtmp\mpc555_mtrctrl\tests\ITCTest.mdl,-1,0,57,92,4,8,5,2,0,-1,10,-1,-1,Motorola PowerPC,Fixed-step,normal,52,7,7,2,1,",sfix_bitop_4",,0
14,10439,PMATest.mdl,workdirtmp\mpc555_mtrctrl\tests\PMATest.mdl,-1,0,21,116,4,4,2,2,0,-1,10,-1,-1,Motorola PowerPC,Fixed-step,normal,16,3,3,2,0,,,0
15,10439,PMMTest.mdl,workdirtmp\mpc555_mtrctrl\tests\PMMTest.mdl,-1,0,20,113,3,3,2,1,0,-1,10,-1,-1,Motorola PowerPC,Fixed-step,normal,16,3,3,2,0,,,0
16,10439,PSPTest.mdl,workdirtmp\mpc555_mtrctrl\tests\PSPTest.mdl,-1,0,26,170,4,4,2,3,0,-1,10,-1,-1,Motorola PowerPC,Fixed-step,normal,20,2,2,1,0,,,0
17,10439,SMTest.mdl,workdirtmp\mpc555_mtrctrl\tests\SMTest.mdl,-1,0,18,43,4,4,2,3,0,-1,10,-1,-1,Motorola PowerPC,Fixed-step,normal,12,1,1,1,0,,,0
18,10439,SVMTest.mdl,workdirtmp\mpc555_mtrctrl\tests\SVMTest.mdl,-1,0,10,39,4,4,1,4,0,-1,10,-1,-1,Motorola PowerPC,Fixed-step,normal,6,0,0,0,0,,,0
19,10439,ThreeSinTest.mdl,workdirtmp\mpc555_mtrctrl\tests\ThreeSinTest.mdl,-1,0,6,27,2,2,1,2,0,-1,10,-1,-1,Motorola PowerPC,Fixed-step,normal,3,0,0,0,0,,,0
20,10439,TSMTest.mdl,workdirtmp\mpc555_mtrctrl\tests\TSMTest.mdl,-1,0,12,36,3,3,1,3,0,-1,10,-1,-1,Motorola PowerPC,Fixed-step,normal,7,0,0,0,0,,,0
21,10439,TSMTest3.mdl,workdirtmp\mpc555_mtrctrl\tests\TSMTest3.mdl,-1,0,27,50,4,5,3,2,0,-1,10,-1,-1,Motorola PowerPC,Fixed-step,normal,20,5,5,0,0,,,0
22,10439,TSMTest4.mdl,workdirtmp\mpc555_mtrctrl\tests\TSMTest4.mdl,-1,0,14,70,5,5,1,5,0,-1,10,-1,-1,Motorola PowerPC,Fixed-step,normal,9,0,0,0,0,,,0
23,11027,cantilever.mdl,workdirtmp\whitepaper\models\cantilever.mdl,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,N/A,N/A,N/A,-1,-1,-1,-1,-1,N/A,N/A,-1
24,11027,cantilever_util.mdl,workdirtmp\whitepaper\models\cantilever_util.mdl,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,N/A,N/A,N/A,-1,-1,-1,-1,-1,N/A,N/A,-1
25,11027,fea_cantilever_body.mdl,workdirtmp\whitepaper\models\fea_cantilever_body.mdl,-1,0,48,94,5,7,4,1,1,0,10,0.5159999132156372,1,32-bit Generic,Variable-step,normal,49,11,11,3,0,,,0
26,11027,fea_cantilever_body_spring.mdl,workdirtmp\whitepaper\models\fea_cantilever_body_spring.mdl,-1,0,49,97,5,7,4,1,1,0,10,0.6529998779296875,1,32-bit Generic,Variable-step,normal,50,11,11,2,0,,,0
27,11027,fea_cantilever_load.mdl,workdirtmp\whitepaper\models\fea_cantilever_load.mdl,-1,0,44,90,6,8,4,2,1,0,6,0.4620000123977661,0,32-bit Generic,Variable-step,normal,44,11,11,4,0,,,0
28,11027,lump_cantilever_body.mdl,workdirtmp\whitepaper\models\lump_cantilever_body.mdl,-1,0,30,291,2,14,3,10,1,0,10,1.123999834060669,0,32-bit Generic,Variable-step,normal,25,4,4,5,0,,,0
29,11027,lump_cantilever_body_spring.mdl,workdirtmp\whitepaper\models\lump_cantilever_body_spring.mdl,-1,0,42,290,3,14,3,9,1,0,10,1.334999918937683,0,32-bit Generic,Variable-step,normal,38,5,5,7,0,,,0
30,11027,lump_cantilever_load.mdl,workdirtmp\whitepaper\models\lump_cantilever_load.mdl,-1,0,31,302,2,13,2,11,1,0,0.6,1.1790000200271606,0,32-bit Generic,Variable-step,normal,29,2,2,3,0,,,0
31,11027,flex_element_lib.mdl,workdirtmp\whitepaper\models\flex_element_lib.mdl,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,N/A,N/A,N/A,-1,-1,-1,-1,-1,N/A,N/A,-1
32,11027,fea_cantilever_body_spring_twoside.mdl,workdirtmp\whitepaper\models\fea_cantilever_body_spring_twoside.mdl,-1,0,15,28,1,1,2,0,0,-1,10,-1,-1,32-bit Generic,Variable-step,normal,16,2,2,2,0,,,0
33,11092,Clutch_Lhomme.mdl,workdirtmp\BG21\BeiV21_TBBS\Clutch_Lhomme.mdl,-1,0,453,477,21,47,3,3,1,56,14,0.26100003719329834,0,32-bit Generic,Variable-step,normal,394,53,53,1,0,,,0
34,11092,ElaWe_GM.mdl,workdirtmp\BG21\BeiV21_TBBS\ElaWe_GM.mdl,-1,0,283,312,17,38,3,4,0,-1,0.6,-1,-1,32-bit Generic,Variable-step,normal,211,37,37,0,0,,,0
35,11092,ElaWe_GM_ZuReg.mdl,workdirtmp\BG21\BeiV21_TBBS\ElaWe_GM_ZuReg.mdl,-1,0,314,343,19,40,3,4,1,39,0.6,0.21500003337860107,0,32-bit Generic,Variable-step,normal,242,39,39,1,0,,,0
36,11092,ElaWe_GM_ZuReg_ERW.mdl,workdirtmp\BG21\BeiV21_TBBS\ElaWe_GM_ZuReg_ERW.mdl,-1,0,467,496,20,55,4,4,0,-1,0.6,-1,-1,32-bit Generic,Variable-step,normal,436,54,54,4,0,,,0
37,11092,Foerderband_KV_Element.mdl,workdirtmp\BG21\BeiV21_TBBS\Foerderband_KV_Element.mdl,-1,0,235,250,16,29,3,2,0,-1,10,-1,-1,32-bit Generic,Variable-step,normal,178,27,27,0,0,,,0
38,11092,Foerderband_KV_Element_ERW.mdl,workdirtmp\BG21\BeiV21_TBBS\Foerderband_KV_Element_ERW.mdl,-1,0,548,577,11,66,4,4,0,-1,10,-1,-1,32-bit Generic,Variable-step,normal,475,62,62,3,0,,,0
39,11092,Foerderband_Skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\Foerderband_Skalar.mdl,-1,0,1658,1743,8,205,4,12,0,-1,80,-1,-1,32-bit Generic,Variable-step,normal,1453,335,335,7,0,,,0
40,11092,Foerderband_Vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\Foerderband_Vektoriell.mdl,-1,0,1384,1484,9,175,5,14,1,141,80,0.7489998936653137,0,32-bit Generic,Variable-step,normal,1080,303,303,0,0,,,0
41,11092,GM_EE.mdl,workdirtmp\BG21\BeiV21_TBBS\GM_EE.mdl,-1,0,206,221,13,25,3,2,1,27,1.35,0.15199989080429077,0,32-bit Generic,Variable-step,normal,164,27,27,0,0,,,0
42,11092,Pendel_Borutzki.mdl,workdirtmp\BG21\BeiV21_TBBS\Pendel_Borutzki.mdl,-1,0,335,413,22,43,3,6,1,43,5,0.20699989795684814,2,32-bit Generic,Variable-step,normal,265,38,38,2,0,,,0
43,11092,SpringCableCylinder.mdl,workdirtmp\BG21\BeiV21_TBBS\SpringCableCylinder.mdl,-1,0,476,562,29,58,3,7,1,60,1,0.33500003814697266,1,32-bit Generic,Variable-step,normal,387,51,51,2,0,,,0
44,11092,TractionDrive.mdl,workdirtmp\BG21\BeiV21_TBBS\TractionDrive.mdl,-1,0,424,455,30,50,3,4,1,37,-1,0.25499993562698364,0,32-bit Generic,Variable-step,normal,346,46,46,1,0,,,0
45,11092,TractionDrive1.mdl,workdirtmp\BG21\BeiV21_TBBS\TractionDrive1.mdl,-1,0,421,452,27,48,3,4,0,-1,0.1,-1,-1,32-bit Generic,Variable-step,normal,344,44,44,1,0,,,0
46,11092,TractionDrive_V2.mdl,workdirtmp\BG21\BeiV21_TBBS\TractionDrive_V2.mdl,-1,0,440,471,32,52,3,4,0,-1,-1,-1,-1,32-bit Generic,Variable-step,normal,360,48,48,1,0,,,0
47,11092,TwoaxisGimbal.mdl,workdirtmp\BG21\BeiV21_TBBS\TwoaxisGimbal.mdl,-1,0,287,340,18,38,3,8,1,37,10,0.19299983978271484,0,32-bit Generic,Variable-step,normal,229,32,32,1,0,,,0
48,11092,TwoaxisGimbal_Adapter.mdl,workdirtmp\BG21\BeiV21_TBBS\TwoaxisGimbal_Adapter.mdl,-1,0,320,374,20,41,3,8,1,39,10,0.24700003862380981,0,32-bit Generic,Variable-step,normal,254,35,35,1,0,,,0
49,11092,BandStopFilter.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BandStopFilter.mdl,-1,0,542,585,19,71,4,6,1,63,2,0.3509998917579651,0,32-bit Generic,Variable-step,normal,406,100,100,0,0,,,0
50,11092,BoostConverter1_R.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter1_R.mdl,-1,0,188,199,16,22,3,1,1,12,0.06,0.12799996137619019,0,32-bit Generic,Variable-step,normal,140,25,25,1,0,,,0
51,11092,BoostConverter2_RC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter2_RC.mdl,-1,0,220,238,17,27,3,2,1,19,0.018,0.14299994707107544,0,32-bit Generic,Variable-step,normal,165,28,28,1,0,,,0
52,11092,BoostConverter4_RC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter4_RC.mdl,-1,0,243,263,16,27,3,2,1,21,0.1,0.14400005340576172,0,32-bit Generic,Variable-step,normal,195,28,28,2,0,,,0
53,11092,BoostConverter5a_mRC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter5a_mRC.mdl,-1,0,297,317,19,32,3,2,0,-1,0.1,-1,-1,32-bit Generic,Variable-step,normal,249,33,33,2,0,,,0
54,11092,BoostConverter5_mRC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter5_mRC.mdl,-1,0,298,318,19,32,3,2,1,21,0.1,0.1860000491142273,0,32-bit Generic,Variable-step,normal,250,33,33,2,0,,,0
55,11092,BoostConverter6_CasElCirSwi.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\BoostConverter6_CasElCirSwi.mdl,-1,0,552,601,17,68,4,6,1,59,0.1,0.3140000104904175,0,32-bit Generic,Variable-step,normal,438,67,67,1,0,,,0
56,11092,CascadedElectricalCircuit.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\CascadedElectricalCircuit.mdl,-1,0,586,646,35,77,3,8,1,77,0.05,0.346000075340271,0,32-bit Generic,Variable-step,normal,449,70,70,1,0,,,0
57,11092,Chopper1_R.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Chopper1_R.mdl,-1,0,135,147,12,15,3,1,1,8,0.01,0.09399998188018799,0,32-bit Generic,Variable-step,normal,101,17,17,1,0,,,0
58,11092,Chopper2_RL.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Chopper2_RL.mdl,-1,0,198,217,17,24,3,2,1,15,0.02,0.12400007247924805,0,32-bit Generic,Variable-step,normal,150,27,27,1,0,,,0
59,11092,Chopper3_RLC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Chopper3_RLC.mdl,-1,0,248,280,16,28,3,3,1,25,0.1,0.16700005531311035,0,32-bit Generic,Variable-step,normal,202,27,27,2,0,,,0
60,11092,Chopper4a_mRLC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Chopper4a_mRLC.mdl,-1,0,269,301,17,29,3,3,0,-1,0.1,-1,-1,32-bit Generic,Variable-step,normal,223,29,29,2,0,,,0
61,11092,Chopper4_mRLC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Chopper4_mRLC.mdl,-1,0,341,373,22,34,3,2,1,30,0.1,0.21500003337860107,1,32-bit Generic,Variable-step,normal,283,34,34,2,0,,,0
62,11092,ChuasCircuit.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\ChuasCircuit.mdl,-1,0,556,631,35,69,3,7,1,73,0.01,0.3349999785423279,0,32-bit Generic,Variable-step,normal,433,62,62,0,0,,,0
63,11092,ChuasCircuit_RNL.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\ChuasCircuit_RNL.mdl,-1,0,252,278,18,26,3,1,1,29,10,0.14000004529953003,0,32-bit Generic,Variable-step,normal,210,25,25,0,0,,,0
64,11092,Diode_L_2TF_RC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Diode_L_2TF_RC.mdl,-1,0,185,208,13,24,3,3,1,22,0.2,0.13199996948242188,0,32-bit Generic,Variable-step,normal,146,22,22,1,0,,,0
65,11092,Diode_R_TF_RC.mdl,workdirtmp\BG21\BeiV21_TBBS\Circuits\Diode_R_TF_RC.mdl,-1,0,145,153,12,19,3,1,1,15,0.2,0.09500008821487427,0,32-bit Generic,Variable-step,normal,110,21,21,1,0,,,0
66,11092,ASMab_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMab_skalar.mdl,-1,0,545,555,30,56,3,1,1,56,25,0.30800002813339233,2,32-bit Generic,Variable-step,normal,473,55,55,3,0,,,0
67,11092,ASMab_vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMab_vektoriell.mdl,-1,0,325,334,18,34,3,1,1,34,25,0.21000003814697266,1,32-bit Generic,Variable-step,normal,278,33,33,2,0,,,0
68,11092,ASMab_zkompakt.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMab_zkompakt.mdl,-1,0,571,594,17,64,4,3,1,58,25,0.3240000009536743,1,32-bit Generic,Variable-step,normal,469,61,61,3,0,,,0
69,11092,ASMdq_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMdq_skalar.mdl,-1,0,539,549,31,54,3,1,1,48,25,0.28300005197525024,1,32-bit Generic,Variable-step,normal,476,53,53,4,0,,,0
70,11092,ASMdq_vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMdq_vektoriell.mdl,-1,0,402,412,20,38,3,1,1,38,25,0.2250000238418579,1,32-bit Generic,Variable-step,normal,376,37,37,4,0,,,0
71,11092,ASMdq_zkompakt.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ASMdq_zkompakt.mdl,-1,0,653,677,18,68,4,3,1,62,25,0.3319997787475586,1,32-bit Generic,Variable-step,normal,574,65,65,6,0,,,0
72,11092,DASMdq_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\DASMdq_skalar.mdl,-1,0,603,613,35,60,3,1,1,52,25,0.3050001263618469,1,32-bit Generic,Variable-step,normal,528,61,61,4,0,,,0
73,11092,DASMdq_vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\DASMdq_vektoriell.mdl,-1,0,442,452,22,41,3,1,1,40,25,0.23799997568130493,1,32-bit Generic,Variable-step,normal,413,40,40,4,0,,,0
74,11092,DASMdq_zkompakt.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\DASMdq_zkompakt.mdl,-1,0,684,708,18,70,4,3,1,64,25,0.34500008821487427,1,32-bit Generic,Variable-step,normal,606,67,67,6,0,,,0
75,11092,SMdq1_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\SMdq1_skalar.mdl,-1,0,350,372,23,41,3,3,1,34,1,0.20300006866455078,0,32-bit Generic,Variable-step,normal,282,38,38,2,0,,,0
76,11092,SMdq1_vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\SMdq1_vektoriell.mdl,-1,0,250,265,15,27,3,2,1,23,1,0.15700000524520874,0,32-bit Generic,Variable-step,normal,211,25,25,2,0,,,0
77,11092,SMdq2_skalar.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\SMdq2_skalar.mdl,-1,0,892,937,2,108,4,6,1,101,1.2,0.5260000228881836,2,32-bit Generic,Variable-step,normal,687,102,102,0,0,,,0
78,11092,SMdq2_vektoriell.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\SMdq2_vektoriell.mdl,-1,0,460,491,30,54,3,4,1,45,1.2,0.26600003242492676,0,32-bit Generic,Variable-step,normal,359,50,50,2,0,,,0
79,11092,ASMab_skalar_CT.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ClaParTra\ASMab_skalar_CT.mdl,-1,0,549,559,30,56,3,1,1,56,25,0.32399994134902954,2,32-bit Generic,Variable-step,normal,477,55,55,3,0,,,0
80,11092,ASMab_skalar_CT2.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ClaParTra\ASMab_skalar_CT2.mdl,-1,0,514,524,28,52,3,1,1,52,25,0.3090001344680786,2,32-bit Generic,Variable-step,normal,452,51,51,4,0,,,0
81,11092,ASMab_vektoriell_CT.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ClaParTra\ASMab_vektoriell_CT.mdl,-1,0,328,337,18,34,3,1,1,34,25,0.2089998722076416,1,32-bit Generic,Variable-step,normal,281,33,33,2,0,,,0
82,11092,ASMab_vektoriell_CT2.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ClaParTra\ASMab_vektoriell_CT2.mdl,-1,0,308,317,17,32,3,1,1,32,25,0.19800007343292236,1,32-bit Generic,Variable-step,normal,266,31,31,3,0,,,0
83,11092,ASMdq_skalar_PT.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ClaParTra\ASMdq_skalar_PT.mdl,-1,0,543,553,31,54,3,1,1,48,25,0.29000020027160645,1,32-bit Generic,Variable-step,normal,480,53,53,4,0,,,0
84,11092,ASMdq_skalar_PT2.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ClaParTra\ASMdq_skalar_PT2.mdl,-1,0,544,554,31,54,3,1,1,48,25,0.29800015687942505,1,32-bit Generic,Variable-step,normal,481,53,53,4,0,,,0
85,11092,ASMdq_vektoriell_PT.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ClaParTra\ASMdq_vektoriell_PT.mdl,-1,0,404,414,20,38,3,1,1,38,25,0.2229999303817749,1,32-bit Generic,Variable-step,normal,378,37,37,4,0,,,0
86,11092,ASMdq_vektoriell_PT2.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ClaParTra\ASMdq_vektoriell_PT2.mdl,-1,0,402,412,20,38,3,1,1,38,25,0.22999995946884155,1,32-bit Generic,Variable-step,normal,376,37,37,4,0,,,0
87,11092,DASMdq_skalar_PT.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ClaParTra\DASMdq_skalar_PT.mdl,-1,0,611,621,35,60,3,1,1,52,25,0.3109999895095825,1,32-bit Generic,Variable-step,normal,536,61,61,4,0,,,0
88,11092,DASMdq_skalar_PT2.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ClaParTra\DASMdq_skalar_PT2.mdl,-1,0,612,622,35,60,3,1,1,52,25,0.3020000457763672,1,32-bit Generic,Variable-step,normal,537,61,61,4,0,,,0
89,11092,DASMdq_vektoriell_PT.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ClaParTra\DASMdq_vektoriell_PT.mdl,-1,0,446,456,22,41,3,1,1,40,25,0.23500001430511475,1,32-bit Generic,Variable-step,normal,417,40,40,4,0,,,0
90,11092,DASMdq_vektoriell_PT2.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ClaParTra\DASMdq_vektoriell_PT2.mdl,-1,0,444,454,22,41,3,1,1,40,25,0.2449999451637268,1,32-bit Generic,Variable-step,normal,415,40,40,4,0,,,0
91,11092,SMdq1_skalar_PT.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ClaParTra\SMdq1_skalar_PT.mdl,-1,0,354,376,23,41,3,3,1,34,1,0.20600003004074097,0,32-bit Generic,Variable-step,normal,286,38,38,2,0,,,0
92,11092,SMdq1_skalar_PT2.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ClaParTra\SMdq1_skalar_PT2.mdl,-1,0,355,377,23,41,3,3,1,34,1,0.2160000205039978,0,32-bit Generic,Variable-step,normal,287,38,38,3,0,,,0
93,11092,SMdq1_vektoriell_PT.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ClaParTra\SMdq1_vektoriell_PT.mdl,-1,0,252,267,15,27,3,2,1,23,1,0.17399990558624268,0,32-bit Generic,Variable-step,normal,213,25,25,2,0,,,0
94,11092,SMdq1_vektoriell_PT2.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ClaParTra\SMdq1_vektoriell_PT2.mdl,-1,0,250,265,15,27,3,2,1,23,1,0.1589999794960022,0,32-bit Generic,Variable-step,normal,211,25,25,3,0,,,0
95,11092,SMdq2_skalar_6MiV.mdl,workdirtmp\BG21\BeiV21_TBBS\El_Mot\ClaParTra\SMdq2_skalar_6MiV.mdl,-1,0,1093,1138,6,116,4,6,0,-1,1.2,-1,-1,32-bit Generic,Variable-step,normal,962,110,110,4,0,,,0
96,11092,DoppelPendel_S38.mdl,workdirtmp\BG21\BeiV21_TBBS\Scherf\DoppelPendel_S38.mdl,-1,0,266,268,13,23,3,0,1,25,10,0.17200011014938354,3,32-bit Generic,Variable-step,normal,252,23,23,3,0,,,0
97,11092,DoppelPendel_skalar_S38.mdl,workdirtmp\BG21\BeiV21_TBBS\Scherf\DoppelPendel_skalar_S38.mdl,-1,0,470,538,31,59,3,7,1,55,10,0.27900010347366333,2,32-bit Generic,Variable-step,normal,379,52,52,1,0,,,0
98,11092,DrehstromgeneratorAuto_S62.mdl,workdirtmp\BG21\BeiV21_TBBS\Scherf\DrehstromgeneratorAuto_S62.mdl,-1,0,202,213,15,24,3,1,1,24,0.01,0.1419999599456787,0,32-bit Generic,Variable-step,normal,161,24,24,2,0,,,0
99,11092,Fallversuch_S36.mdl,workdirtmp\BG21\BeiV21_TBBS\Scherf\Fallversuch_S36.mdl,-1,0,159,198,11,21,3,3,1,25,4,0.1239999532699585,1,32-bit Generic,Variable-step,normal,130,18,18,1,0,,,0
100,11092,Fallversuch_S36_ERW.mdl,workdirtmp\BG21\BeiV21_TBBS\Scherf\Fallversuch_S36_ERW.mdl,-1,0,228,268,12,28,3,3,0,-1,4,-1,-1,32-bit Generic,Variable-step,normal,208,32,32,4,0,,,0
101,11092,HebenLast_S64.mdl,workdirtmp\BG21\BeiV21_TBBS\Scherf\HebenLast_S64.mdl,-1,0,188,196,13,22,3,1,1,16,0.8,0.15000003576278687,0,32-bit Generic,Variable-step,normal,144,21,21,2,0,,,0
102,11092,Hebenlast_S64_ERW.mdl,workdirtmp\BG21\BeiV21_TBBS\Scherf\Hebenlast_S64_ERW.mdl,-1,0,260,269,14,30,3,1,0,-1,1.8,-1,-1,32-bit Generic,Variable-step,normal,226,32,32,2,0,,,0
103,11092,Hubmagnet_S63.mdl,workdirtmp\BG21\BeiV21_TBBS\Scherf\Hubmagnet_S63.mdl,-1,0,282,315,16,30,3,2,1,32,1.6,0.20499998331069946,1,32-bit Generic,Variable-step,normal,241,28,28,1,0,,,0
104,11092,Hubmagnet_S63_ERW.mdl,workdirtmp\BG21\BeiV21_TBBS\Scherf\Hubmagnet_S63_ERW.mdl,-1,0,389,422,17,38,3,2,0,-1,1.6,-1,-1,32-bit Generic,Variable-step,normal,385,41,41,3,0,,,0
105,11092,Hubmagnet_S63_Messung.mdl,workdirtmp\BG21\BeiV21_TBBS\Scherf\Hubmagnet_S63_Messung.mdl,-1,0,280,313,18,32,3,2,0,-1,0.8,-1,-1,32-bit Generic,Variable-step,normal,218,35,35,0,0,,,0
106,11092,Schlingerdaempfung_S44.mdl,workdirtmp\BG21\BeiV21_TBBS\Scherf\Schlingerdaempfung_S44.mdl,-1,0,220,285,17,29,3,4,1,27,100,0.13699990510940552,1,32-bit Generic,Variable-step,normal,183,27,27,3,0,,,0
107,11092,StickSlipEffekt_S32.mdl,workdirtmp\BG21\BeiV21_TBBS\Scherf\StickSlipEffekt_S32.mdl,-1,0,116,131,7,16,3,2,1,17,5,0.09800010919570923,0,32-bit Generic,Fixed-step,normal,91,15,15,2,0,,,0
